Time,CH0,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9
4.031,0,0,0,0,0,0,0,0,0,0
4.0312,0,0,0,0,0,0,0,0,0,0
4.0314,0,0,0,0,0,0,0,0,0,0
4.0316,0,0,0,0,0,0,0,0,0,0
4.0318,0,0,0,0,0,0,0,0,0,0
4.032,0,0,0,0,0,0,0,0,0,0
4.0322,0,0,0,0,0,0,0,0,0,0
4.0324,0,0,0,0,0,0,0,0,0,0
4.0326,0,0,0,0,0,0,0,0,0,0
4.0328,0,0,0,0,0,0,0,0,0,0
4.033,0,0,0,0,0,0,0,0,0,0
4.0332,0,0,0,0,0,0,0,0,0,0
4.0334,0,0,0,0,0,0,0,0,0,0
4.0336,0,0,0,0,0,0,0,0,0,0
4.0338,0,0,0,0,0,0,0,0,0,0
4.034,0,0,0,0,0,0,0,0,0,0
4.0342,0,0,0,0,0,0,0,0,0,0
4.0344,0,0,0,0,0,0,0,0,0,0
4.0346,0,0,0,0,0,0,0,0,0,0
4.0348,0,0,0,0,0,0,0,0,0,0
4.035,0,0,0,0,0,0,0,0,0,0
4.0352,0,0,0,0,0,0,0,0,0,0
4.0354,0,0,0,0,0,0,0,0,0,0
4.0356,0,0,0,0,0,0,0,0,0,0
4.0358,0,0,0,0,0,0,0,0,0,0
4.036,0,0,0,0,0,0,0,0,0,0
4.0362,0,0,0,0,0,0,0,0,0,0
4.0364,0,0,0,0,0,0,0,0,0,0
4.0366,0,0,0,0,0,0,0,0,0,0
4.0368,0,0,0,0,0,0,0,0,0,0
4.037,0,0,0,0,0,0,0,0,0,0
4.0372,0,0,0,0,0,0,0,0,0,0
4.0374,0,0,0,0,0,0,0,0,0,0
4.0376,0,0,0,0,0,0,0,0,0,0
4.0378,0,0,0,0,0,0,0,0,0,0
4.038,0,0,0,0,0,0,0,0,0,0
4.0382,0,0,0,0,0,0,0,0,0,0
4.0384,0,0,0,0,0,0,0,0,0,0
4.0386,0,0,0,0,0,0,0,0,0,0
4.0388,0,0,0,0,0,0,0,0,0,0
4.039,0,0,0,0,0,0,0,0,0,0
4.0392,0,0,0,0,0,0,0,0,0,0
4.0394,0,0,0,0,0,0,0,0,0,0
4.0396,0,0,0,0,0,0,0,0,0,0
4.0398,0,0,0,0,0,0,0,0,0,0
4.04,0,0,0,0,0,0,0,0,0,0
4.0402,0,0,0,0,0,0,0,0,0,0
4.0404,0,0,0,0,0,0,0,0,0,0
4.0406,0,0,0,0,0,0,0,0,0,0
4.0408,0,0,0,0,0,0,0,0,0,0
4.041,0,0,0,0,0,0,0,0,0,0
4.0412,0,0,0,0,0,0,0,0,0,0
4.0414,0,0,0,0,0,0,0,0,0,0
4.0416,0,0,0,0,0,0,0,0,0,0
4.0418,0,0,0,0,0,0,0,0,0,0
4.042,0,0,0,0,0,0,0,0,0,0
4.0422,0,0,0,0,0,0,0,0,0,0
4.0424,0,0,0,0,0,0,0,0,0,0
4.0426,0,0,0,0,0,0,0,0,0,0
4.0428,0,0,0,0,0,0,0,0,0,0
4.043,0,0,0,0,0,0,0,0,0,0
4.0432,0,0,0,0,0,0,0,0,0,0
4.0434,0,0,0,0,0,0,0,0,0,0
4.0436,0,0,0,0,0,0,0,0,0,0
4.0438,0,0,0,0,0,0,0,0,0,0
4.044,0,0,0,0,0,0,0,0,0,0
4.0442,0,0,0,0,0,0,0,0,0,0
4.0444,0,0,0,0,0,0,0,0,0,0
4.0446,0,0,0,0,0,0,0,0,0,0
4.0448,0,0,0,0,0,0,0,0,0,0
4.045,0,0,0,0,0,0,0,0,0,0
4.0452,0,0,0,0,0,0,0,0,0,0
4.0454,0,0,0,0,0,0,0,0,0,0
4.0456,0,0,0,0,0,0,0,0,0,0
4.0458,0,0,0,0,0,0,0,0,0,0
4.046,0,0,0,0,0,0,0,0,0,0
4.0462,0,0,0,0,0,0,0,0,0,0
4.0464,0,0,0,0,0,0,0,0,0,0
4.0466,0,0,0,0,0,0,0,0,0,0
4.0468,0,0,0,0,0,0,0,0,0,0
4.047,0,0,0,0,0,0,0,0,0,0
4.0472,0,0,0,0,0,0,0,0,0,0
4.0474,0,0,0,0,0,0,0,0,0,0
4.0476,0,0,0,0,0,0,0,0,0,0
4.0478,0,0,0,0,0,0,0,0,0,0
4.048,0,0,0,0,0,0,0,0,0,0
4.0482,0,0,0,0,0,0,0,0,0,0
4.0484,0,0,0,0,0,0,0,0,0,0
4.0486,0,0,0,0,0,0,0,0,0,0
4.0488,0,0,0,0,0,0,0,0,0,0
4.049,0,0,0,0,0,0,0,0,0,0
4.0492,0,0,0,0,0,0,0,0,0,0
4.0494,0,0,0,0,0,0,0,0,0,0
4.0496,0,0,0,0,0,0,0,0,0,0
4.0498,0,0,0,0,0,0,0,0,0,0
4.05,0,0,0,0,0,0,0,0,0,0
4.0502,0,0,0,0,0,0,0,0,0,0
4.0504,0,0,0,0,0,0,0,0,0,0
4.0506,0,0,0,0,0,0,0,0,0,0
4.0508,0,0,0,0,0,0,0,0,0,0
4.051,0,0,0,0,0,0,0,0,0,0
4.0512,0,0,0,0,0,0,0,0,0,0
4.0514,0,0,0,0,0,0,0,0,0,0
4.0516,0,0,0,0,0,0,0,0,0,0
4.0518,0,0,0,0,0,0,0,0,0,0
4.052,0,0,0,0,0,0,0,0,0,0
4.0522,0,0,0,0,0,0,0,0,0,0
4.0524,0,0,0,0,0,0,0,0,0,0
4.0526,0,0,0,0,0,0,0,0,0,0
4.0528,0,0,0,0,0,0,0,0,0,0
4.053,0,0,0,0,0,0,0,0,0,0
4.0532,0,0,0,0,0,0,0,0,0,0
4.0534,0,0,0,0,0,0,0,0,0,0
4.0536,0,0,0,0,0,0,0,0,0,0
4.0538,0,0,0,0,0,0,0,0,0,0
4.054,0,0,0,0,0,0,0,0,0,0
4.0542,0,0,0,0,0,0,0,0,0,0
4.0544,0,0,0,0,0,0,0,0,0,0
4.0546,0,0,0,0,0,0,0,0,0,0
4.0548,0,0,0,0,0,0,0,0,0,0
4.055,0,0,0,0,0,0,0,0,0,0
4.0552,0,0,0,0,0,0,0,0,0,0
4.0554,0,0,0,0,0,0,0,0,0,0
4.0556,0,0,0,0,0,0,0,0,0,0
4.0558,0,0,0,0,0,0,0,0,0,0
4.056,0,0,0,0,0,0,0,0,0,0
4.0562,0,0,0,0,0,0,0,0,0,0
4.0564,0,0,0,0,0,0,0,0,0,0
4.0566,0,0,0,0,0,0,0,0,0,0
4.0568,0,0,0,0,0,0,0,0,0,0
4.057,0,0,0,0,0,0,0,0,0,0
4.0572,0,0,0,0,0,0,0,0,0,0
4.0574,0,0,0,0,0,0,0,0,0,0
4.0576,0,0,0,0,0,0,0,0,0,0
4.0578,0,0,0,0,0,0,0,0,0,0
4.058,0,0,0,0,0,0,0,0,0,0
4.0582,0,0,0,0,0,0,0,0,0,0
4.0584,0,0,0,0,0,0,0,0,0,0
4.0586,0,0,0,0,0,0,0,0,0,0
4.0588,0,0,0,0,0,0,0,0,0,0
4.059,0,0,0,0,0,0,0,0,0,0
4.0592,0,0,0,0,0,0,0,0,0,0
4.0594,0,0,0,0,0,0,0,0,0,0
4.0596,0,0,0,0,0,0,0,0,0,0
4.0598,0,0,0,0,0,0,0,0,0,0
4.06,0,0,0,0,0,0,0,0,0,0
4.0602,0,0,0,0,0,0,0,0,0,0
4.0604,0,0,0,0,0,0,0,0,0,0
4.0606,0,0,0,0,0,0,0,0,0,0
4.0608,0,0,0,0,0,0,0,0,0,0
4.061,0,0,0,0,0,0,0,0,0,0
4.0612,0,0,0,0,0,0,0,0,0,0
4.0614,0,0,0,0,0,0,0,0,0,0
4.0616,0,0,0,0,0,0,0,0,0,0
4.0618,0,0,0,0,0,0,0,0,0,0
4.062,0,0,0,0,0,0,0,0,0,0
4.0622,0,0,0,0,0,0,0,0,0,0
4.0624,0,0,0,0,0,0,0,0,0,0
4.0626,0,0,0,0,0,0,0,0,0,0
4.0628,0,0,0,0,0,0,0,0,0,0
4.063,0,0,0,0,0,0,0,0,0,0
4.0632,0,0,0,0,0,0,0,0,0,0
4.0634,0,0,0,0,0,0,0,0,0,0
4.0636,0,0,0,0,0,0,0,0,0,0
4.0638,0,0,0,0,0,0,0,0,0,0
4.064,0,0,0,0,0,0,0,0,0,0
4.0642,0,0,0,0,0,0,0,0,0,0
4.0644,0,0,0,0,0,0,0,0,0,0
4.0646,0,0,0,0,0,0,0,0,0,0
4.0648,0,0,0,0,0,0,0,0,0,0
4.065,0,0,0,0,0,0,0,0,0,0
4.0652,0,0,0,0,0,0,0,0,0,0
4.0654,0,0,0,0,0,0,0,0,0,0
4.0656,0,0,0,0,0,0,0,0,0,0
4.0658,0,0,0,0,0,0,0,0,0,0
4.066,0,0,0,0,0,0,0,0,0,0
4.0662,0,0,0,0,0,0,0,0,0,0
4.0664,0,0,0,0,0,0,0,0,0,0
4.0666,0,0,0,0,0,0,0,0,0,0
4.0668,0,0,0,0,0,0,0,0,0,0
4.067,0,0,0,0,0,0,0,0,0,0
4.0672,0,0,0,0,0,0,0,0,0,0
4.0674,0,0,0,0,0,0,0,0,0,0
4.0676,0,0,0,0,0,0,0,0,0,0
4.0678,0,0,0,0,0,0,0,0,0,0
4.068,0,0,0,0,0,0,0,0,0,0
4.0682,0,0,0,0,0,0,0,0,0,0
4.0684,0,0,0,0,0,0,0,0,0,0
4.0686,0,0,0,0,0,0,0,0,0,0
4.0688,0,0,0,0,0,0,0,0,0,0
4.069,0,0,0,0,0,0,0,0,0,0
4.0692,0,0,0,0,0,0,0,0,0,0
4.0694,0,0,0,0,0,0,0,0,0,0
4.0696,0,0,0,0,0,0,0,0,0,0
4.0698,0,0,0,0,0,0,0,0,0,0
4.07,0,0,0,0,0,0,0,0,0,0
4.0702,0,0,0,0,0,0,0,0,0,0
4.0704,0,0,0,0,0,0,0,0,0,0
4.0706,0,0,0,0,0,0,0,0,0,0
4.0708,0,0,0,0,0,0,0,0,0,0
4.071,0,0,0,0,0,0,0,0,0,0
4.0712,0,0,0,0,0,0,0,0,0,0
4.0714,0,0,0,0,0,0,0,0,0,0
4.0716,0,0,0,0,0,0,0,0,0,0
4.0718,0,0,0,0,0,0,0,0,0,0
4.072,0,0,0,0,0,0,0,0,0,0
4.0722,0,0,0,0,0,0,0,0,0,0
4.0724,0,0,0,0,0,0,0,0,0,0
4.0726,0,0,0,0,0,0,0,0,0,0
4.0728,0,0,0,0,0,0,0,0,0,0
4.073,0,0,0,0,0,0,0,0,0,0
4.0732,0,0,0,0,0,0,0,0,0,0
4.0734,0,0,0,0,0,0,0,0,0,0
4.0736,0,0,0,0,0,0,0,0,0,0
4.0738,0,0,0,0,0,0,0,0,0,0
4.074,0,0,0,0,0,0,0,0,0,0
4.0742,0,0,0,0,0,0,0,0,0,0
4.0744,0,0,0,0,0,0,0,0,0,0
4.0746,0,0,0,0,0,0,0,0,0,0
4.0748,0,0,0,0,0,0,0,0,0,0
4.075,0,0,0,0,0,0,0,0,0,0
4.0752,0,0,0,0,0,0,0,0,0,0
4.0754,0,0,0,0,0,0,0,0,0,0
4.0756,0,0,0,0,0,0,0,0,0,0
4.0758,0,0,0,0,0,0,0,0,0,0
4.076,0,0,0,0,0,0,0,0,0,0
4.0762,0,0,0,0,0,0,0,0,0,0
4.0764,0,0,0,0,0,0,0,0,0,0
4.0766,0,0,0,0,0,0,0,0,0,0
4.0768,0,0,0,0,0,0,0,0,0,0
4.077,0,0,0,0,0,0,0,0,0,0
4.0772,0,0,0,0,0,0,0,0,0,0
4.0774,0,0,0,0,0,0,0,0,0,0
4.0776,0,0,0,0,0,0,0,0,0,0
4.0778,0,0,0,0,0,0,0,0,0,0
4.078,0,0,0,0,0,0,0,0,0,0
4.0782,0,0,0,0,0,0,0,0,0,0
4.0784,0,0,0,0,0,0,0,0,0,0
4.0786,0,0,0,0,0,0,0,0,0,0
4.0788,0,0,0,0,0,0,0,0,0,0
4.079,0,0,0,0,0,0,0,0,0,0
4.0792,0,0,0,0,0,0,0,0,0,0
4.0794,0,0,0,0,0,0,0,0,0,0
4.0796,0,0,0,0,0,0,0,0,0,0
4.0798,0,0,0,0,0,0,0,0,0,0
4.08,0,0,0,0,0,0,0,0,0,0
4.0802,0,0,0,0,0,0,0,0,0,0
4.0804,0,0,0,0,0,0,0,0,0,0
4.0806,0,0,0,0,0,0,0,0,0,0
4.0808,0,0,0,0,0,0,0,0,0,0
4.081,0,0,0,0,0,0,0,0,0,0
4.0812,0,0,0,0,0,0,0,0,0,0
4.0814,0,0,0,0,0,0,0,0,0,0
4.0816,0,0,0,0,0,0,0,0,0,0
4.0818,0,0,0,0,0,0,0,0,0,0
4.082,0,0,0,0,0,0,0,0,0,0
4.0822,0,0,0,0,0,0,0,0,0,0
4.0824,0,0,0,0,0,0,0,0,0,0
4.0826,0,0,0,0,0,0,0,0,0,0
4.0828,0,0,0,0,0,0,0,0,0,0
4.083,0,0,0,0,0,0,0,0,0,0
4.0832,0,0,0,0,0,0,0,0,0,0
4.0834,0,0,0,0,0,0,0,0,0,0
4.0836,0,0,0,0,0,0,0,0,0,0
4.0838,0,0,0,0,0,0,0,0,0,0
4.084,0,0,0,0,0,0,0,0,0,0
4.0842,0,0,0,0,0,0,0,0,0,0
4.0844,0,0,0,0,0,0,0,0,0,0
4.0846,0,0,0,0,0,0,0,0,0,0
4.0848,0,0,0,0,0,0,0,0,0,0
4.085,0,0,0,0,0,0,0,0,0,0
4.0852,0,0,0,0,0,0,0,0,0,0
4.0854,0,0,0,0,0,0,0,0,0,0
4.0856,0,0,0,0,0,0,0,0,0,0
4.0858,0,0,0,0,0,0,0,0,0,0
4.086,0,0,0,0,0,0,0,0,0,0
4.0862,0,0,0,0,0,0,0,0,0,0
4.0864,0,0,0,0,0,0,0,0,0,0
4.0866,0,0,0,0,0,0,0,0,0,0
4.0868,0,0,0,0,0,0,0,0,0,0
4.087,0,0,0,0,0,0,0,0,0,0
4.0872,0,0,0,0,0,0,0,0,0,0
4.0874,0,0,0,0,0,0,0,0,0,0
4.0876,0,0,0,0,0,0,0,0,0,0
4.0878,0,0,0,0,0,0,0,0,0,0
4.088,0,0,0,0,0,0,0,0,0,0
4.0882,0,0,0,0,0,0,0,0,0,0
4.0884,0,0,0,0,0,0,0,0,0,0
4.0886,0,0,0,0,0,0,0,0,0,0
4.0888,0,0,0,0,0,0,0,0,0,0
4.089,0,0,0,0,0,0,0,0,0,0
4.0892,0,0,0,0,0,0,0,0,0,0
4.0894,0,0,0,0,0,0,0,0,0,0
4.0896,0,0,0,0,0,0,0,0,0,0
4.0898,0,0,0,0,0,0,0,0,0,0
4.09,0,0,0,0,0,0,0,0,0,0
4.0902,0,0,0,0,0,0,0,0,0,0
4.0904,0,0,0,0,0,0,0,0,0,0
4.0906,0,0,0,0,0,0,0,0,0,0
4.0908,0,0,0,0,0,0,0,0,0,0
4.091,0,0,0,0,0,0,0,0,0,0
4.0912,0,0,0,0,0,0,0,0,0,0
4.0914,0,0,0,0,0,0,0,0,0,0
4.0916,0,0,0,0,0,0,0,0,0,0
4.0918,0,0,0,0,0,0,0,0,0,0
4.092,0,0,0,0,0,0,0,0,0,0
4.0922,0,0,0,0,0,0,0,0,0,0
4.0924,0,0,0,0,0,0,0,0,0,0
4.0926,0,0,0,0,0,0,0,0,0,0
4.0928,0,0,0,0,0,0,0,0,0,0
4.093,0,0,0,0,0,0,0,0,0,0
4.0932,0,0,0,0,0,0,0,0,0,0
4.0934,0,0,0,0,0,0,0,0,0,0
4.0936,0,0,0,0,0,0,0,0,0,0
4.0938,0,0,0,0,0,0,0,0,0,0
4.094,0,0,0,0,0,0,0,0,0,0
4.0942,0,0,0,0,0,0,0,0,0,0
4.0944,0,0,0,0,0,0,0,0,0,0
4.0946,0,0,0,0,0,0,0,0,0,0
4.0948,0,0,0,0,0,0,0,0,0,0
4.095,0,0,0,0,0,0,0,0,0,0
4.0952,0,0,0,0,0,0,0,0,0,0
4.0954,0,0,0,0,0,0,0,0,0,0
4.0956,0,0,0,0,0,0,0,0,0,0
4.0958,0,0,0,0,0,0,0,0,0,0
4.096,0,0,0,0,0,0,0,0,0,0
4.0962,0,0,0,0,0,0,0,0,0,0
4.0964,0,0,0,0,0,0,0,0,0,0
4.0966,0,0,0,0,0,0,0,0,0,0
4.0968,0,0,0,0,0,0,0,0,0,0
4.097,0,0,0,0,0,0,0,0,0,0
4.0972,0,0,0,0,0,0,0,0,0,0
4.0974,0,0,0,0,0,0,0,0,0,0
4.0976,0,0,0,0,0,0,0,0,0,0
4.0978,0,0,0,0,0,0,0,0,0,0
4.098,0,0,0,0,0,0,0,0,0,0
4.0982,0,0,0,0,0,0,0,0,0,0
4.0984,0,0,0,0,0,0,0,0,0,0
4.0986,0,0,0,0,0,0,0,0,0,0
4.0988,0,0,0,0,0,0,0,0,0,0
4.099,0,0,0,0,0,0,0,0,0,0
4.0992,0,0,0,0,0,0,0,0,0,0
4.0994,0,0,0,0,0,0,0,0,0,0
4.0996,0,0,0,0,0,0,0,0,0,0
4.0998,0,0,0,0,0,0,0,0,0,0
4.1,0,0,0,0,0,0,0,0,0,0
4.1002,0,0,0,0,0,0,0,0,0,0
4.1004,0,0,0,0,0,0,0,0,0,0
4.1006,0,0,0,0,0,0,0,0,0,0
4.1008,0,0,0,0,0,0,0,0,0,0
4.101,0,0,0,0,0,0,0,0,0,0
4.1012,0,0,0,0,0,0,0,0,0,0
4.1014,0,0,0,0,0,0,0,0,0,0
4.1016,0,0,0,0,0,0,0,0,0,0
4.1018,0,0,0,0,0,0,0,0,0,0
4.102,0,0,0,0,0,0,0,0,0,0
4.1022,0,0,0,0,0,0,0,0,0,0
4.1024,0,0,0,0,0,0,0,0,0,0
4.1026,0,0,0,0,0,0,0,0,0,0
4.1028,0,0,0,0,0,0,0,0,0,0
4.103,0,0,0,0,0,0,0,0,0,0
4.1032,0,0,0,0,0,0,0,0,0,0
4.1034,0,0,0,0,0,0,0,0,0,0
4.1036,0,0,0,0,0,0,0,0,0,0
4.1038,0,0,0,0,0,0,0,0,0,0
4.104,0,0,0,0,0,0,0,0,0,0
4.1042,0,0,0,0,0,0,0,0,0,0
4.1044,0,0,0,0,0,0,0,0,0,0
4.1046,0,0,0,0,0,0,0,0,0,0
4.1048,0,0,0,0,0,0,0,0,0,0
4.105,0,0,0,0,0,0,0,0,0,0
4.1052,0,0,0,0,0,0,0,0,0,0
4.1054,0,0,0,0,0,0,0,0,0,0
4.1056,0,0,0,0,0,0,0,0,0,0
4.1058,0,0,0,0,0,0,0,0,0,0
4.106,0,0,0,0,0,0,0,0,0,0
4.1062,0,0,0,0,0,0,0,0,0,0
4.1064,0,0,0,0,0,0,0,0,0,0
4.1066,0,0,0,0,0,0,0,0,0,0
4.1068,0,0,0,0,0,0,0,0,0,0
4.107,0,0,0,0,0,0,0,0,0,0
4.1072,0,0,0,0,0,0,0,0,0,0
4.1074,0,0,0,0,0,0,0,0,0,0
4.1076,0,0,0,0,0,0,0,0,0,0
4.1078,0,0,0,0,0,0,0,0,0,0
4.108,0,0,0,0,0,0,0,0,0,0
4.1082,0,0,0,0,0,0,0,0,0,0
4.1084,0,0,0,0,0,0,0,0,0,0
4.1086,0,0,0,0,0,0,0,0,0,0
4.1088,0,0,0,0,0,0,0,0,0,0
4.109,0,0,0,0,0,0,0,0,0,0
4.1092,0,0,0,0,0,0,0,0,0,0
4.1094,0,0,0,0,0,0,0,0,0,0
4.1096,0,0,0,0,0,0,0,0,0,0
4.1098,0,0,0,0,0,0,0,0,0,0
4.11,0,0,0,0,0,0,0,0,0,0
4.1102,0,0,0,0,0,0,0,0,0,0
4.1104,0,0,0,0,0,0,0,0,0,0
4.1106,0,0,0,0,0,0,0,0,0,0
4.1108,0,0,0,0,0,0,0,0,0,0
4.111,0,0,0,0,0,0,0,0,0,0
4.1112,0,0,0,0,0,0,0,0,0,0
4.1114,0,0,0,0,0,0,0,0,0,0
4.1116,0,0,0,0,0,0,0,0,0,0
4.1118,0,0,0,0,0,0,0,0,0,0
4.112,0,0,0,0,0,0,0,0,0,0
4.1122,0,0,0,0,0,0,0,0,0,0
4.1124,0,0,0,0,0,0,0,0,0,0
4.1126,0,0,0,0,0,0,0,0,0,0
4.1128,0,0,0,0,0,0,0,0,0,0
4.113,0,0,0,0,0,0,0,0,0,0
4.1132,0,0,0,0,0,0,0,0,0,0
4.1134,0,0,0,0,0,0,0,0,0,0
4.1136,0,0,0,0,0,0,0,0,0,0
4.1138,0,0,0,0,0,0,0,0,0,0
4.114,0,0,0,0,0,0,0,0,0,0
4.1142,0,0,0,0,0,0,0,0,0,0
4.1144,0,0,0,0,0,0,0,0,0,0
4.1146,0,0,0,0,0,0,0,0,0,0
4.1148,0,0,0,0,0,0,0,0,0,0
4.115,0,0,0,0,0,0,0,0,0,0
4.1152,0,0,0,0,0,0,0,0,0,0
4.1154,0,0,0,0,0,0,0,0,0,0
4.1156,0,0,0,0,0,0,0,0,0,0
4.1158,0,0,0,0,0,0,0,0,0,0
4.116,0,0,0,0,0,0,0,0,0,0
4.1162,0,0,0,0,0,0,0,0,0,0
4.1164,0,0,0,0,0,0,0,0,0,0
4.1166,0,0,0,0,0,0,0,0,0,0
4.1168,0,0,0,0,0,0,0,0,0,0
4.117,0,0,0,0,0,0,0,0,0,0
4.1172,0,0,0,0,0,0,0,0,0,0
4.1174,0,0,0,0,0,0,0,0,0,0
4.1176,0,0,0,0,0,0,0,0,0,0
4.1178,0,0,0,0,0,0,0,0,0,0
4.118,0,0,0,0,0,0,0,0,0,0
4.1182,0,0,0,0,0,0,0,0,0,0
4.1184,0,0,0,0,0,0,0,0,0,0
4.1186,0,0,0,0,0,0,0,0,0,0
4.1188,0,0,0,0,0,0,0,0,0,0
4.119,0,0,0,0,0,0,0,0,0,0
4.1192,0,0,0,0,0,0,0,0,0,0
4.1194,0,0,0,0,0,0,0,0,0,0
4.1196,0,0,0,0,0,0,0,0,0,0
4.1198,0,0,0,0,0,0,0,0,0,0
4.12,0,0,0,0,0,0,0,0,0,0
4.1202,0,0,0,0,0,0,0,0,0,0
4.1204,0,0,0,0,0,0,0,0,0,0
4.1206,0,0,0,0,0,0,0,0,0,0
4.1208,0,0,0,0,0,0,0,0,0,0
4.121,0,0,0,0,0,0,0,0,0,0
4.1212,0,0,0,0,0,0,0,0,0,0
4.1214,0,0,0,0,0,0,0,0,0,0
4.1216,5.13221e+06,-663.775,10.8007,-0.0013,0.0475517,0.013946,0,0,0,0
4.1218,5.13321e+06,-663.381,10.8647,0.0147,0.0475272,-0.00114,0,0,0,0
4.122,5.13421e+06,-662.972,10.949,0.0174,0.0475027,0.014727,0,0,0,0
4.1222,5.13521e+06,-662.577,10.853,0.0094,0.0474782,0.01732,0,0,0,0
4.1224,5.13621e+06,-662.184,10.853,0.0308,0.0474528,0.009614,0,0,0,0
4.1226,5.13721e+06,-661.739,10.9607,0.0204,0.0474274,0.030696,0,0,0,0
4.1228,5.13821e+06,-661.365,11.0974,0.0081,0.047402,0.020277,0,0,0,0
4.123,5.13921e+06,-660.976,11.205,0.0227,0.0473765,0.008246,0,0,0,0
4.1232,5.14021e+06,-660.589,11.045,0.0154,0.0473511,0.022627,0,0,0,0
4.1234,5.14121e+06,-660.172,10.8443,0.0045,0.0473257,0.015291,0,0,0,0
4.1236,5.14221e+06,-659.747,11.1207,0.0013,0.0473003,0.004468,0,0,0,0
4.1238,5.14321e+06,-659.368,11.333,0.0143,0.0472746,0.00143,0,0,0,0
4.124,5.14421e+06,-658.97,11.1207,0,0.0472482,0.014157,0,0,0,0
4.1242,5.14521e+06,-658.567,10.853,0.0265,0.047222,0.000265,0,0,0,0
4.1244,5.14621e+06,-658.14,11.0974,0.0202,0.0471956,0.026437,0,0,0,0
4.1246,5.14721e+06,-657.766,11.109,0.0079,0.0471692,0.020077,0,0,0,0
4.1248,5.14821e+06,-657.345,11.0654,0.0151,0.0471429,0.007972,0,0,0,0
4.125,5.14921e+06,-656.943,11.1614,0.006,0.0471166,0.015009,0,0,0,0
4.1252,5.15021e+06,-656.648,11.237,0.0033,0.0470902,0.005973,0,0,0,0
4.1254,5.15121e+06,-656.243,11.1527,0.0211,0.0470634,0.003478,0,0,0,0
4.1256,5.15221e+06,-655.839,11.141,0.019,0.0470361,0.021079,0,0,0,0
4.1258,5.15321e+06,-655.425,11.2806,0.0149,0.0470089,0.018959,0,0,0,0
4.126,5.15421e+06,-655.012,11.3214,0.0277,0.0469816,0.015028,0,0,0,0
4.1262,5.15521e+06,-654.611,11.269,0.0201,0.0469543,0.027624,0,0,0,0
4.1264,5.15621e+06,-654.214,11.1614,0.0062,0.046927,0.019961,0,0,0,0
4.1266,5.15721e+06,-653.797,11.077,0.019,0.0468998,0.006328,0,0,0,0
4.1268,5.15821e+06,-653.384,11.333,0.0094,0.0468725,0.018904,0,0,0,0
4.127,5.15921e+06,-652.989,11.4406,-0.009,0.0468445,0.009216,0,0,0,0
4.1272,5.16021e+06,-652.591,11.269,0.0102,0.0468163,-0.008808,0,0,0,0
4.1274,5.16121e+06,-652.154,11.205,-0.0009,0.0467882,0.010089,0,0,0,0
4.1276,5.16221e+06,-651.732,11.3766,0.0193,0.04676,-0.000698,0,0,0,0
4.1278,5.16321e+06,-651.337,11.5046,0.0193,0.0467318,0.0193,0,0,0,0
4.128,5.16421e+06,-650.921,11.4174,0.014,0.0467036,0.019247,0,0,0,0
4.1282,5.16521e+06,-650.508,11.4406,0.0318,0.0466754,0.014178,0,0,0,0
4.1284,5.16621e+06,-650.097,11.3766,0.0241,0.0466472,0.031723,0,0,0,0
4.1286,5.16721e+06,-649.684,11.365,0.0103,0.0466181,0.023962,0,0,0,0
4.1288,5.16821e+06,-649.282,11.4406,0.0176,0.046589,0.010373,0,0,0,0
4.129,5.16921e+06,-648.851,11.6006,0.0012,0.0465599,0.017436,0,0,0,0
4.1292,5.17021e+06,-648.425,11.7053,0.0208,0.0465308,0.001396,0,0,0,0
4.1294,5.17121e+06,-647.594,11.3214,0.0006,0.0465017,0.020598,0,0,0,0
4.1296,5.17221e+06,-647.198,11.5686,0.0013,0.0464725,0.000607,0,0,0,0
4.1298,5.17321e+06,-647.198,11.5686,0.0013,0.0464435,0.0013,0,0,0,0
4.13,5.17421e+06,-646.345,11.6093,0.0186,0.0464141,0.001473,0,0,0,0
4.1302,5.17521e+06,-645.933,11.4494,0.0257,0.0463841,0.018671,0,0,0,0
4.1304,5.17621e+06,-645.502,11.7053,-0.0003,0.0463541,0.02544,0,0,0,0
4.1306,5.17721e+06,-645.1,11.8013,0.0234,0.046324,-6.3e-05,0,0,0,0
4.1308,5.17821e+06,-644.644,11.6326,0.0142,0.0462941,0.023308,0,0,0,0
4.131,5.17921e+06,-644.222,11.6646,0.0259,0.0462639,0.014317,0,0,0,0
4.1312,5.18021e+06,-643.802,11.6413,0.0162,0.046234,0.025803,0,0,0,0
4.1314,5.18121e+06,-643.38,11.621,0.0252,0.046204,0.01629,0,0,0,0
4.1316,5.18221e+06,-642.968,11.685,0.0115,0.0461735,0.025063,0,0,0,0
4.1318,5.18321e+06,-642.541,11.8333,0.012,0.0461425,0.011505,0,0,0,0
4.132,5.18421e+06,-642.121,11.941,0.0161,0.0461117,0.012041,0,0,0,0
4.1322,5.18521e+06,-641.704,11.781,0.0079,0.0460808,0.016018,0,0,0,0
4.1324,5.18621e+06,-641.271,11.5686,0.0113,0.0460498,0.007934,0,0,0,0
4.1326,5.18721e+06,-640.835,11.7897,0.005,0.0460189,0.011237,0,0,0,0
4.1328,5.18821e+06,-640.405,11.9293,-0.0022,0.045988,0.004928,0,0,0,0
4.133,5.18921e+06,-640.005,11.7897,0.0013,0.0459571,-0.002165,0,0,0,0
